Recording timestamp,Pupil diameter left,Pupil diameter right
30502,3.93,3.94
30522,3.93,3.94
30542,3.93,3.93
30562,3.94,3.93
30582,3.93,3.92
30602,3.91,3.91
30622,3.90,3.90
30642,3.86,3.88
30662,3.85,3.86
30682,3.73,3.73
30702,3.66,3.66
30722,3.6,3.60
30742,3.58,3.57
30762,3.54,3.54
30782,3.52,3.52
30802,3.47,3.49
30822,3.47,3.46
30842,3.43,3.43
30862,3.38,3.40
30882,3.34,3.36
30902,3.32,3.31
30922,3.29,3.26
30942,3.23,3.22
30962,3.17,3.18
30982,3.14,3.14
31002,3.09,3.11
31022,3.1,3.08
31042,3.05,3.04
31062,3.01,3.01
31082,2.98,2.98
31102,2.95,2.96
31122,2.95,2.95
31142,2.94,2.93
31162,2.93,2.92
31182,2.9,2.91
31202,2.89,2.90
31222,2.88,2.88
31241,2.92,2.88
31261,2.84,2.87
31281,2.86,2.87
31301,2.84,2.86
31321,2.88,2.85
31341,2.85,2.84
31361,2.82,2.84
31381,2.84,2.84
31401,2.85,2.83
31421,2.83,2.83
31441,2.82,2.83
31461,2.81,2.83
31481,2.84,2.83
31501,2.83,2.83
31521,2.85,2.83
31541,2.86,2.83
31561,2.83,2.83
31581,2.82,2.83
31601,2.80,2.82
31621,2.79,2.81
31641,2.79,2.80
31661,2.8,2.79
31681,2.76,2.78
31701,2.78,2.77
31721,2.74,2.76
31741,2.78,2.76
31761,2.73,2.76
31781,2.75,2.76
31801,2.75,2.76
31821,2.79,2.77
31841,2.73,2.77
31861,2.81,2.78
31881,2.8,2.78
31901,2.81,2.79
31921,2.79,2.79
31941,2.79,2.79
31961,2.80,2.79
31981,2.76,2.80
32001,2.88,2.88
32021,2.9,2.89
32041,,
32061,,
32081,,
32101,3.64,3.64
32121,3.17,3.16
32141,3.04,3.04
32161,3,2.98
32181,2.98,2.98
32201,2.93,2.95
32221,2.95,2.94
32241,2.93,2.94
32261,2.93,2.95
32281,2.95,2.95
32301,2.95,2.96
32321,2.95,2.96
32341,2.95,2.96
32361,2.97,2.97
32381,2.97,2.97
32401,3.01,2.98
32421,2.99,2.99
32441,2.99,3.00
32461,3.03,3.01
32481,3.02,3.02
32501,3.02,3.03
32521,3.03,3.04
32541,3.06,3.04
32561,3.07,3.04
32581,3.06,3.04
32601,3.02,3.04
32621,3.01,3.04
32641,3.03,3.03
32661,3.03,3.03
32681,3.01,3.01
32701,2.99,3.00
32721,2.99,2.99
32741,2.99,2.99
32761,2.96,2.98
32781,2.97,2.98
32801,2.98,2.97
32821,2.96,2.96
32841,2.97,2.96
32861,2.97,2.96
32881,2.98,2.95
32900,2.96,2.95
32920,2.92,2.94
32940,2.96,2.94
32960,2.95,2.93
32980,2.94,2.92
33000,2.92,2.92
33020,2.91,2.91
33040,2.91,2.91
33060,2.91,2.90
33080,2.92,2.90
33100,2.91,2.90
33120,2.90,2.90
33140,2.88,2.89
33160,2.91,2.89
33180,2.89,2.88
33200,2.88,2.88
33220,2.89,2.87
33240,2.85,2.87
33260,2.88,2.87
33280,2.88,2.87
33300,2.89,2.87
33320,2.87,2.87
33340,2.87,2.87
33360,2.87,2.87
33380,2.89,2.87
33400,2.87,2.88
33420,2.88,2.88
33440,2.88,2.88
33460,2.86,2.88
33480,2.85,2.88
33500,2.88,2.87
33520,2.87,2.87
33540,2.86,2.86
33560,2.88,2.86
33580,2.87,2.86
33600,2.86,2.85
33620,2.88,2.85
33640,2.85,2.84
33660,2.86,2.85
33680,2.84,2.85
33700,2.84,2.85
33720,2.87,2.85
33740,2.87,2.85
33760,2.83,2.86
33780,2.85,2.86
33800,2.86,2.86
33820,2.84,2.86
33840,2.85,2.86
33860,2.87,2.86
33880,2.87,2.86
33900,2.83,2.85
33920,2.85,2.85
33940,2.82,2.85
33960,2.84,2.85
33980,2.87,2.84
34000,2.84,2.83
34020,2.87,2.87
34040,3.64,3.61
34060,,
34080,,
34100,3.02,3.01
34120,2.81,2.82
34140,2.85,2.85
34160,2.87,2.87
34180,2.87,2.86
34200,2.85,2.86
34220,2.85,2.84
34240,2.84,2.82
34260,2.84,2.82
34280,2.85,2.83
34300,2.85,2.84
34320,2.85,2.84
34340,2.83,2.84
34360,2.87,2.84
34380,2.85,2.84
34400,2.88,2.85
34420,2.83,2.85
34440,2.86,2.86
34460,2.87,2.87
34480,2.90,2.88
34500,2.88,2.88
34520,2.90,2.89
34540,2.91,2.90
34560,2.9,2.90
34580,2.94,2.91
34599,2.92,2.91
34619,2.91,2.91
34639,2.90,2.91
34659,2.91,2.91
34679,2.92,2.91
34699,2.90,2.91
34719,2.91,2.91
34739,2.94,2.91
34759,2.89,2.91
34779,2.92,2.91
34799,2.91,2.91
34819,2.93,2.92
34839,2.93,2.92
34859,2.91,2.92
34879,2.96,2.93
34899,2.92,2.93
34919,2.96,2.94
34939,2.94,2.94
34959,2.95,2.95
34979,2.98,2.96
34999,2.94,2.96
35019,3.00,2.97
35039,2.99,2.98
35059,2.98,2.99
35079,2.96,3.00
35099,3.01,3.01
35119,3.02,3.02
35139,3.02,3.03
35159,3.02,3.04
35179,3.06,3.04
35199,3.04,3.05
35219,3.06,3.05
35239,3.05,3.06
35259,3.07,3.06
35279,3.04,3.06
35299,3.08,3.07
35319,3.08,3.07
35339,3.09,3.07
35359,3.05,3.07
35379,3.06,3.07
35399,3.08,3.07
35419,3.04,3.06
35439,3.08,3.06
35459,3.05,3.05
35479,3.04,3.04
35499,3.04,3.03
35519,3.02,3.02
35539,3.01,3.01
35559,3.01,3.00
35579,2.97,2.99
35599,2.99,2.99
35619,2.98,2.98
35639,2.99,3.00
35659,2.93,2.92
35679,,
35699,,
35719,,
35739,2.82,2.83
35759,2.88,2.91
35779,3.00,3.00
35799,3.00,3.02
35819,3.06,3.03
35839,3.01,3.03
35859,3,3.01
35879,3,3.00
35899,3.01,2.99
35919,,
35939,,
35959,,
35979,,
35999,2.71,2.71
36019,2.78,2.76
36039,2.94,2.97
36059,3.11,3.09
36079,3.14,3.14
36099,3.13,3.14
36119,3.15,3.13
36139,3.13,3.14
36159,3.14,3.14
36179,3.16,3.14
36199,3.15,3.14
36219,3.14,3.14
36239,3.16,3.14
36258,3.13,3.14
36279,3.12,3.14
36298,3.14,3.14
36318,3.15,3.14
36338,3.14,3.14
36358,3.13,3.14
36378,3.13,3.14
36398,3.14,3.14
36418,3.14,3.14
36438,3.14,3.14
36458,3.12,3.14
36478,3.12,3.13
36498,3.13,3.13
36518,3.14,3.12
36538,3.13,3.11
36558,3.11,3.10
36578,3.08,3.08
36598,3.09,3.07
36618,3.05,3.05
36638,3.04,3.04
36658,3.04,3.03
36678,3.02,3.02
36698,3.02,3.02
36718,3.02,3.01
36738,3,3.01
36758,3.01,3.00
36778,3.01,3.00
36798,2.97,2.99
36818,2.98,2.99
36838,2.98,2.98
36858,2.99,2.97
36878,2.95,2.96
36898,2.94,2.95
36918,2.95,2.94
36938,2.93,2.93
36958,2.94,2.92
36978,2.91,2.91
36998,2.91,2.90
37018,2.90,2.89
37038,2.89,2.88
37058,2.87,2.87
37078,2.87,2.86
37098,2.88,2.86
37118,2.86,2.86
37138,2.83,2.85
37158,2.86,2.85
37178,2.85,2.85
37198,2.84,2.85
37218,2.84,2.84
37238,2.83,2.84
37258,2.87,2.84
37278,2.84,2.84
37298,2.83,2.83
37318,2.80,2.83
37338,2.83,2.83
37358,2.83,2.82
37378,2.82,2.82
37398,2.81,2.82
37418,2.83,2.82
37438,2.78,2.82
37458,2.80,2.82
37478,2.81,2.81
37498,2.82,2.81
37518,2.79,2.80
37538,2.80,2.80
37558,2.78,2.79
37578,2.78,2.78
37598,2.79,2.77
37618,2.78,2.77
37638,2.77,2.76
37658,2.77,2.76
37678,2.76,2.75
37698,2.76,2.75
37718,2.77,2.76
37738,2.74,2.76
37758,2.75,2.77
37778,2.78,2.77
37798,2.78,2.78
37818,2.81,2.79
37838,2.80,2.79
37858,2.80,2.80
37878,2.83,2.81
37898,2.81,2.81
37918,2.82,2.82
37938,2.81,2.82
37957,2.82,2.82
37977,2.82,2.82
37997,2.85,2.83
38017,2.84,2.83
38037,2.85,2.83
38057,2.81,2.84
38077,2.84,2.84
38097,2.86,2.85
38117,2.85,2.85
38137,2.87,2.86
38157,2.87,2.86
38177,2.87,2.86
38197,2.86,2.87
38217,2.88,2.87
38237,2.88,2.87
38257,2.89,2.87
38277,2.88,2.88
38297,2.87,2.88
38317,2.87,2.88
38337,2.88,2.88
38357,2.86,2.88
38377,2.88,2.89
38397,2.88,2.89
38417,2.91,2.90
38437,2.93,2.91
38457,2.93,2.92
38477,2.92,2.92
38497,2.96,2.93
38517,2.92,2.93
38537,2.91,2.94
38557,2.95,2.95
38577,2.95,2.95
38597,2.94,2.95
38617,2.96,2.95
38637,2.97,2.96
38657,2.91,2.96
38677,2.98,2.96
38697,2.97,2.97
38717,2.96,2.98
38737,2.98,2.99
38757,2.99,3.00
38777,3.02,3.01
38797,3.02,3.02
38817,3.00,3.03
38837,3.04,3.04
38857,3.11,3.06
38877,3.09,3.07
38897,3.10,3.09
38917,3.11,3.11
38937,3.11,3.12
38957,3.15,3.14
38977,3.18,3.16
38997,3.20,3.18
39017,3.19,3.19
39037,3.23,3.20
39057,3.19,3.21
39077,3.20,3.22
39097,3.21,3.22
39117,3.23,3.22
39137,3.19,3.19
39157,3.17,3.17
39177,3.18,3.16
39197,3.14,3.15
39217,3.15,3.14
39237,3.12,3.13
39257,3.10,3.12
39277,3.12,3.11
39297,3.10,3.10
39317,3.09,3.09
39337,3.10,3.09
39357,3.10,3.09
39377,3.07,3.09
39397,3.09,3.08
39417,3.09,3.08
39437,3.07,3.08
39457,3.09,3.08
39477,3.09,3.08
39497,3.09,3.08
39517,3.10,3.08
39537,3.04,3.08
39557,3.11,3.08
39577,3.07,3.08
39597,3.1,3.09
39616,3.10,3.09
39637,3.10,3.09
39656,3.11,3.09
39676,3.09,3.09
39696,3.09,3.09
39716,3.07,3.09
39736,3.09,3.09
39756,3.1,3.09
39776,3.08,3.09
39796,3.10,3.10
39816,3.11,3.11
39836,3.12,3.12
39856,3.14,3.13
39876,3.13,3.14
39896,3.14,3.15
39916,3.19,3.16
39936,3.16,3.17
39956,3.15,3.18
39976,3.16,3.18
39996,3.20,3.19
40016,3.23,3.20
40036,3.20,3.21
40056,3.23,3.21
40076,3.21,3.22
40096,3.25,3.23
40116,3.25,3.23
40136,3.23,3.23
40156,3.22,3.24
40176,3.29,3.30
40196,,
40216,,
40236,3.13,3.14
40256,3.18,3.18
40276,3.22,3.20
40296,3.2,3.21
40316,3.21,3.21
40336,3.19,3.20
40356,3.2,3.19
40376,3.19,3.19
40396,3.2,3.19
40416,3.16,3.19
40436,3.18,3.19
40456,3.17,3.18
40476,3.18,3.18
40496,3.19,3.19
40516,3.2,3.19
40536,3.2,3.20
40556,3.19,3.20
40576,3.22,3.21
40596,3.25,3.23
40616,3.22,3.23
40636,3.23,3.23
40656,3.21,3.23
40676,3.23,3.22
40696,3.19,3.22
40716,3.23,3.21
40736,3.19,3.20
40756,3.19,3.19
40776,3.17,3.18
