Recording timestamp,Pupil diameter left,Pupil diameter right
4577,4.11,4.05
4597,4.10,3.98
4617,4.09,3.95
4637,4.09,3.91
4657,4.09,3.99
4677,4.09,4.05
4697,4.09,4.03
4717,4.08,4.04
4737,4.08,4.01
4757,4.08,4.01
4777,4.07,3.99
4797,4.07,3.97
4817,4.05,3.96
4837,4.02,3.94
4857,4.00,3.93
4877,3.97,3.90
4897,3.92,3.87
4917,3.86,3.84
4937,3.81,3.79
4957,3.75,3.74
4977,3.70,3.70
4997,3.67,3.57
5017,3.67,3.47
5037,3.65,3.45
5057,3.63,3.44
5077,3.61,3.43
5097,3.58,3.43
5117,3.57,3.42
5137,3.56,3.42
5157,3.55,3.41
5177,3.55,3.40
5197,3.54,3.39
5217,3.52,3.37
5237,3.51,3.37
5257,3.50,3.36
5277,3.49,3.35
5297,3.48,3.34
5317,3.47,3.34
5337,3.46,3.33
5357,3.45,3.32
5377,3.44,3.32
5397,3.40,3.28
5417,3.33,3.26
5437,3.31,3.25
5457,3.28,3.24
5477,3.26,3.23
5497,3.26,3.23
5517,3.25,3.22
5537,3.25,3.22
5557,3.25,3.21
5577,3.25,3.21
5597,3.24,3.21
5617,3.24,3.20
5637,3.24,3.19
5657,3.24,3.19
5677,3.24,3.18
5697,3.24,3.18
5717,3.24,3.18
5737,3.24,3.18
5757,3.24,3.18
5776,3.24,3.18
5797,3.24,3.18
5816,3.24,3.18
5836,3.25,3.19
5856,3.25,3.20
5876,3.25,3.21
5896,3.26,3.21
5916,3.27,3.22
5936,3.27,3.22
5956,3.27,3.22
5976,3.28,3.23
5996,3.29,3.23
6016,3.29,3.23
6036,3.30,3.23
6056,3.30,3.24
6076,3.30,3.24
6096,3.31,3.24
6116,3.32,3.24
6136,3.32,3.24
6156,3.33,3.25
6176,3.34,3.25
6196,3.34,3.25
6216,3.34,3.26
6236,3.35,3.26
6256,3.36,3.27
6276,3.37,3.27
6296,3.37,3.28
6316,3.38,3.29
6336,3.39,3.30
6356,3.40,3.31
6376,3.40,3.32
6396,3.40,3.33
6416,3.41,3.33
6436,3.42,3.34
6456,3.42,3.35
6476,3.43,3.35
6496,3.43,3.36
6516,3.43,3.35
6536,3.43,3.36
6556,3.44,3.36
6576,3.44,3.36
6596,3.45,3.36
6616,3.45,3.37
6636,3.46,3.37
