Recording timestamp,Pupil diameter left,Pupil diameter right
488581,5.37,4.99
488601,5.38,5.00
488621,5.38,5.01
488641,5.39,5.01
488661,5.41,5.02
488681,5.45,5.03
488701,5.47,5.04
488721,5.49,5.05
488741,5.50,5.07
488761,5.50,5.07
488781,5.50,5.09
488801,5.49,5.09
488821,5.48,5.08
488841,5.44,5.01
488861,5.38,5.01
488881,5.34,4.96
488901,5.26,4.91
488921,5.18,4.85
488941,5.04,4.78
488961,5.01,4.72
488981,4.95,4.66
489001,4.88,4.62
489021,4.81,4.55
489041,4.80,4.51
489061,4.73,4.47
489081,4.69,4.41
489101,4.63,4.35
489121,4.59,4.28
489141,4.52,4.23
489161,4.49,4.21
489180,4.48,4.17
489200,4.46,4.14
489220,4.43,4.11
489240,4.44,4.09
489260,4.41,4.07
489280,4.38,4.05
489300,4.35,4.04
489320,4.32,4.02
489340,4.30,4.01
489360,4.30,4.00
489380,4.29,3.99
489400,4.29,3.98
489420,4.28,3.98
489440,4.26,3.98
489460,4.26,3.97
489480,4.27,3.97
489500,4.30,3.97
489520,4.31,3.95
489540,4.33,3.88
489560,4.35,
489580,4.37,
489600,4.37,
489620,,
489640,,
489660,,
489680,,
489700,4.39,
489720,,
489740,,
489760,,
489780,4.46,
489800,,
489820,,
489840,,
489860,,
489880,,
489900,,
489920,,
489940,,
489960,,
489980,,
490000,,
490020,,
490040,,
490060,,
490080,,
490100,,
490120,,
490140,,
490160,,
490180,,
490200,,
490220,,
490240,,
490260,,
490280,,
490300,,
490320,,
490340,,
490360,,
490380,,
490400,,
490420,,
490440,,
490460,,
490480,,
490500,,
490520,,
490540,,
490560,,
490580,,
490600,,
490620,,
490640,,
490660,,
490680,,
490700,,
490720,,
490740,,
490760,,
490780,,
490799,,
490819,,
490839,,
490859,,
490879,,
490899,,
490919,,
490939,,
490959,,
490979,,
490999,,
491019,,
491039,,
491059,,
491079,,
491099,,
491119,,
491139,,
491159,,
491179,,
491199,,
491219,,
491239,,
491259,,
491279,,
491299,,
491319,,
491339,,
491359,,
491379,,
491399,,
491419,,
491439,,
491459,,
491479,,
491499,,
491519,,
491539,,
491559,,
491579,,
491599,,
491619,,
491639,,
491659,,
491679,,
491699,,
491719,,
491739,,
491759,,
491779,,
491799,,
491819,,
491839,,
491859,,
491879,,
491899,,
491919,,
491939,,
491959,,
491979,,
491999,,
492019,,
492039,,
492059,,
492079,,
492099,,
492119,,
492139,,
492159,,
492179,,
492199,,
492219,,
492239,,
492259,,
492279,,
492299,,
492319,,
492339,,
492359,,
492379,,
