Recording timestamp,Pupil diameter left,Pupil diameter right
68060,4.46,4.66
68080,4.46,4.67
68100,4.45,4.67
68120,4.44,4.67
68140,4.44,4.66
68160,4.43,4.66
68180,4.43,4.65
68200,4.42,4.65
68220,4.41,4.65
68240,4.41,4.65
68260,4.40,4.64
68280,4.39,4.63
68300,4.39,4.61
68320,4.38,4.60
68340,4.38,4.59
68360,4.38,4.58
68380,4.37,4.58
68400,4.37,4.57
68420,4.36,4.56
68440,4.35,4.55
68460,4.34,4.54
68480,4.29,4.51
68500,4.26,4.49
68520,4.25,4.47
68540,4.24,4.45
68560,4.23,4.44
68580,4.23,4.43
68600,4.22,4.42
68620,4.22,4.40
68640,4.18,4.39
68660,4.15,4.38
68680,4.13,4.36
68700,4.12,4.33
68720,4.10,4.29
68740,4.09,4.26
68760,4.03,4.22
68780,4.01,
68800,3.99,4.18
68820,3.98,4.14
68840,3.96,4.10
68860,3.95,4.07
68880,3.94,4.04
68900,3.93,4.02
68919,3.92,4.00
68939,3.91,3.99
68959,3.90,
68979,3.89,
68999,3.89,3.98
69019,3.89,
69039,3.89,
69059,3.89,3.98
69079,3.89,
69099,3.91,
69119,3.92,3.99
69139,3.93,4.01
69159,3.94,4.02
69179,3.95,4.03
69199,3.96,4.05
69219,3.97,4.06
69239,3.98,4.07
69259,3.99,4.08
69279,4.01,4.09
69299,4.02,4.10
69319,4.04,4.11
69339,4.05,4.13
69359,4.07,4.14
69379,4.09,4.16
69399,4.11,4.18
69419,4.13,4.20
69439,4.17,4.23
69459,4.19,4.25
69479,4.21,4.27
69499,4.22,4.29
69519,4.23,4.31
69539,4.25,4.33
69559,4.25,4.35
69579,4.26,4.37
69599,4.27,4.39
69619,4.29,4.40
69639,4.30,4.41
69659,4.31,4.43
69679,4.32,4.44
69699,4.33,4.45
69719,4.34,4.46
69739,4.33,4.47
69759,4.33,4.47
69779,4.33,4.47
69799,4.33,4.47
69819,4.33,4.46
69839,4.32,4.46
69859,4.32,4.45
69879,4.32,4.45
69899,4.31,4.44
69919,4.30,4.44
69939,4.30,4.43
69959,4.30,4.42
69979,4.29,4.42
69999,4.28,4.36
70019,4.10,3.76
70039,3.90,
70059,3.94,3.56
70079,4.01,3.45
70099,4.06,3.61
70119,4.11,3.91
70139,4.15,4.01
70159,4.18,4.08
70179,4.17,4.12
70199,4.16,4.13
70219,4.16,4.14
70239,4.15,4.15
70259,4.11,4.18
70279,4.11,4.20
70299,4.11,4.20
70319,4.11,4.21
70339,4.11,4.22
70359,4.11,4.22
70379,4.12,4.22
70399,4.11,4.22
70419,4.11,4.23
70439,4.11,4.23
70459,4.12,4.23
70479,4.13,4.23
70499,4.14,4.23
70519,4.15,4.24
70539,4.15,4.25
70559,4.15,4.26
70579,4.15,4.27
70599,4.16,4.27
70618,4.16,4.27
70638,4.17,4.27
70658,4.17,4.27
70678,4.16,4.27
70698,4.16,4.27
70718,4.16,4.27
70738,4.16,4.27
70758,4.16,4.26
70778,4.15,4.26
70798,4.15,4.25
70818,4.14,4.25
70838,4.14,4.24
70858,4.14,4.24
70878,4.13,4.23
70898,4.13,4.23
70918,4.12,4.23
70938,4.12,4.22
70958,4.11,4.22
70978,4.11,4.22
70998,4.11,4.21
71018,4.11,4.21
71038,4.10,4.20
71058,4.10,4.20
71078,4.10,4.19
71098,4.09,4.19
71118,4.09,4.18
71138,4.08,4.18
71158,4.08,4.17
71178,4.08,4.17
71198,4.07,4.17
71218,4.07,4.17
71238,4.07,4.18
71258,4.07,4.19
71278,4.07,4.19
71298,4.08,4.20
71318,4.08,4.21
71338,4.09,4.22
71358,4.10,4.23
71378,4.10,4.23
71398,4.11,4.24
71418,4.11,4.25
71438,4.12,4.26
71458,4.12,4.26
71478,4.13,4.27
71498,4.14,4.28
71518,4.14,4.28
71538,4.14,4.29
71558,4.15,4.29
71578,4.15,4.29
71598,4.15,4.29
71618,4.15,4.30
71638,4.16,4.29
71658,4.15,4.29
71678,4.15,4.28
71698,4.15,4.28
71718,4.14,4.27
71738,4.14,4.26
71758,4.14,4.25
71778,4.14,4.23
71798,4.13,4.22
71818,4.13,4.21
71838,4.13,4.21
71858,4.13,4.21
71878,4.13,4.21
71898,4.13,4.20
71918,4.13,4.20
71938,4.13,4.20
71958,4.13,4.20
71978,4.13,4.20
71998,4.13,4.20
72018,4.13,4.20
72038,4.13,4.20
72058,4.13,4.20
72078,4.13,4.20
72098,4.13,4.20
72118,4.13,4.20
