Recording timestamp,Pupil diameter left,Pupil diameter right
544038,4.18,4.18
544058,4.18,4.17
544078,4.18,4.16
544098,4.18,4.16
544118,4.18,4.16
544138,4.18,4.15
544158,4.18,4.15
544178,4.18,4.15
544198,4.20,4.17
544218,4.20,4.17
544238,4.20,4.17
544258,4.21,4.17
544278,4.21,4.18
544298,4.22,4.18
544318,4.22,4.18
544338,4.22,4.17
544358,4.21,4.17
544378,4.20,4.16
544398,4.19,4.16
544418,4.17,4.15
544438,4.16,4.13
544458,4.14,4.11
544478,4.11,4.09
544498,4.09,4.07
544518,4.07,4.05
544538,4.04,4.03
544558,4.03,4.01
544578,4.01,3.99
544598,4.02,3.98
544618,4.00,3.96
544638,3.99,3.96
544658,3.99,3.96
544678,3.99,3.96
544698,4.00,3.97
544718,4.00,3.99
544738,4.01,3.99
544758,4.02,4.00
544778,4.05,4.01
544798,4.08,4.03
544818,4.10,4.06
544838,4.11,4.08
544858,4.13,4.10
544878,4.14,4.13
544898,4.16,4.14
544918,4.18,4.16
544938,4.19,4.19
544958,4.22,4.21
544978,4.25,4.24
544998,4.31,4.30
545018,4.31,4.23
545038,4.21,
545058,4.02,
545078,3.93,
545098,3.99,
545118,4.09,
545138,4.17,3.86
545158,4.21,3.65
545178,4.27,3.89
545198,4.31,4.09
545218,4.36,4.11
545238,4.41,4.23
545258,4.43,4.24
545278,4.47,4.28
545298,4.47,4.32
545318,4.47,4.38
545338,4.47,4.43
545358,4.46,4.47
545378,4.47,4.51
545398,4.47,4.57
545418,4.47,4.59
545438,4.48,4.61
545458,4.49,4.62
545478,4.49,4.62
545498,4.49,4.63
545518,4.50,4.64
545538,4.51,4.65
545557,4.52,4.66
545577,4.52,4.67
545597,4.53,4.67
545617,4.53,4.67
545637,4.53,4.66
545657,4.52,4.66
545677,4.50,4.65
545697,4.48,4.64
545717,4.47,4.62
545737,4.37,4.60
545757,4.32,4.57
545777,4.30,4.54
545797,4.28,4.46
545817,4.27,4.41
545837,4.27,4.39
545857,4.28,4.39
545877,4.26,4.38
545897,4.25,4.37
545917,4.25,4.37
545937,4.25,4.36
545957,4.26,4.36
545977,4.26,4.37
545997,4.26,4.37
546017,4.27,4.37
546037,4.27,4.38
546057,4.27,4.39
546077,4.28,4.40
546097,4.29,4.41
546117,4.30,4.42
546137,4.31,4.43
546157,4.32,4.44
546177,4.34,4.45
546197,4.38,4.46
546217,4.40,4.48
546237,4.40,4.49
546257,4.42,4.51
546277,4.44,4.53
546297,4.46,4.55
546317,4.46,4.56
546337,4.47,4.58
546357,4.49,4.59
546377,4.50,4.61
546397,4.50,4.63
546417,4.50,4.64
546437,4.51,4.65
546457,4.52,4.66
546477,4.53,4.67
546497,4.54,4.68
546517,4.55,4.70
546537,4.57,4.71
546557,4.58,4.73
546577,4.59,4.74
546597,4.61,4.76
546617,4.64,4.77
546637,4.66,4.79
546657,4.70,4.83
546677,4.76,4.86
546697,4.78,4.86
546717,4.78,4.86
546737,4.79,4.86
546757,4.78,4.86
546777,4.78,4.86
546797,4.77,4.87
546817,4.77,4.87
546837,4.77,4.88
546857,4.78,4.88
546877,4.78,4.88
546897,4.78,4.89
546917,4.78,4.90
546937,4.79,4.91
546957,4.80,4.92
546977,4.81,4.93
546997,4.81,4.94
547017,4.82,4.94
547037,4.84,4.95
547057,4.85,4.96
547077,4.87,4.97
547097,4.88,4.98
547117,4.89,4.99
547137,4.89,5.00
547157,4.90,5.01
547177,4.91,5.02
547197,4.93,5.03
547217,4.92,5.05
547236,4.94,5.06
547256,4.93,5.06
547276,4.94,5.06
547296,4.94,5.06
547316,4.95,5.06
547336,4.96,5.06
547356,4.96,5.07
547376,4.95,5.08
547396,4.94,5.07
547416,4.93,5.07
547436,4.91,5.07
547456,4.90,5.06
547476,4.89,5.07
547496,4.89,5.07
547516,4.89,5.07
547536,4.88,5.07
547556,4.87,5.06
547576,4.87,5.06
547596,4.87,5.06
547616,4.86,5.06
547636,4.86,5.06
547656,4.86,5.06
547676,4.85,5.06
547696,4.85,5.06
547716,4.85,5.06
547736,4.84,5.06
547756,4.84,5.06
547776,4.83,5.06
547796,4.83,5.06
547816,4.83,5.07
547836,4.83,5.06
547856,4.83,5.06
547876,4.82,5.06
547896,4.82,5.07
547916,4.82,5.06
547936,4.81,5.07
547956,4.80,5.06
547976,4.81,5.07
547996,4.80,5.07
548016,4.81,5.07
548036,4.81,5.08
548056,4.81,5.07
548076,4.81,5.08
548096,4.81,5.07
548116,4.81,5.07
548136,4.81,5.07
548156,4.81,5.07
548176,4.81,5.06
548196,4.81,5.06
548216,4.81,5.06
548236,4.81,5.06
548256,4.81,5.07
548276,4.81,5.07
548296,4.81,5.08
