Recording timestamp,Pupil diameter left,Pupil diameter right
17150,3.87,3.73
17170,3.88,3.74
17190,3.88,3.74
17210,3.88,3.74
17230,3.89,3.75
17250,3.89,3.74
17270,3.89,3.74
17290,3.89,3.74
17310,3.90,3.73
17330,3.90,3.72
17350,3.90,3.72
17370,3.71,3.62
17390,3.91,3.64
17410,,3.75
17430,,3.83
17450,,3.85
17470,,3.85
17490,,3.84
17510,,3.83
17530,,3.79
17550,3.79,3.78
17570,3.58,3.80
17590,3.56,3.74
17610,3.54,3.68
17630,3.53,3.68
17650,3.51,3.66
17670,3.50,3.67
17690,3.48,3.68
17710,3.47,3.67
17730,3.47,3.66
17750,3.45,3.65
17769,3.43,3.64
17789,3.42,3.63
17809,3.41,3.62
17829,3.40,3.60
17849,3.40,3.59
17869,3.55,3.57
17889,3.61,3.56
17909,3.63,3.54
17929,3.61,3.54
17949,3.62,3.55
17969,3.62,3.55
17989,3.60,3.57
18009,3.60,3.58
18029,3.61,3.60
18049,3.63,3.61
18069,3.63,3.62
18089,3.64,3.63
18109,3.64,3.63
18129,,3.63
18149,,3.64
18169,,3.64
18189,,3.64
18209,3.65,3.63
18229,3.66,3.64
18249,3.67,3.63
18269,3.68,3.64
18289,3.69,3.65
18309,3.71,3.67
18329,,3.67
18349,3.74,3.67
18369,3.75,3.68
18389,3.76,3.67
18409,3.76,3.67
18429,3.75,3.68
18449,3.73,3.68
18469,3.70,3.69
18489,3.68,3.69
18509,3.67,3.69
18529,,3.69
18549,,3.69
18569,,3.69
18589,,3.69
18609,,3.69
18629,3.77,3.69
18649,3.81,3.69
18669,3.83,3.69
18689,,3.68
18709,,3.68
18729,,3.68
18749,3.84,3.68
18769,3.85,3.69
18789,,3.70
18809,3.86,3.71
18829,3.87,3.71
18849,3.88,3.70
18869,3.89,3.70
18889,,3.68
18909,,3.67
18929,,3.65
18949,,3.64
18969,,3.63
18989,3.92,3.64
19009,,3.64
19029,,3.64
19049,,3.66
19069,,3.67
19089,,3.69
19109,,3.70
19129,,3.72
19149,,3.72
19169,,3.72
19189,,3.72
19209,,3.72
19229,,3.72
19249,,3.72
19269,,3.70
19289,3.93,3.64
19309,3.91,3.67
19329,3.88,3.67
19349,3.87,3.66
19369,3.86,3.64
19389,3.86,3.66
19409,3.85,3.67
19429,3.85,3.58
19449,3.86,3.58
19468,3.87,3.60
19488,3.87,3.60
19508,3.85,3.60
19528,3.84,3.61
19548,3.82,3.59
19568,3.81,3.56
19588,3.81,3.53
19608,3.82,3.56
19628,3.82,3.56
19648,3.82,3.55
19668,3.82,3.54
19688,3.86,3.54
19708,3.87,3.59
19728,3.88,3.62
19748,3.87,3.60
19768,3.84,3.60
19788,3.84,
19808,3.86,
19828,3.87,3.57
19848,3.86,3.56
19868,3.88,3.56
19888,3.89,3.64
19908,3.90,3.61
19928,3.97,3.63
19948,4.03,3.72
19968,4.07,3.68
19988,4.08,3.65
20008,4.09,3.67
20028,4.11,3.65
20048,4.11,3.59
20068,4.10,3.66
20088,4.09,3.66
20108,4.07,3.68
20128,4.05,3.68
20148,4.03,3.68
20168,4.02,3.68
20188,4.01,3.68
20208,4.00,3.66
20228,3.97,3.67
20248,3.96,3.68
20268,3.96,3.67
20288,3.97,3.68
20308,3.97,3.68
20328,3.98,3.68
20348,4.00,3.68
20368,4.02,3.69
20388,4.05,3.70
20408,4.07,3.73
20428,4.10,3.75
20448,4.13,3.77
20468,4.15,3.81
20488,4.15,3.80
20508,4.15,3.81
20528,4.14,
20548,4.15,
20568,3.92,4.08
20588,4.07,3.87
20608,3.95,3.77
20628,3.97,3.80
20648,3.95,3.83
20668,3.98,3.87
20688,3.98,3.86
20708,3.97,3.86
20728,3.96,3.86
20748,3.98,3.86
20768,3.98,3.89
20788,3.96,3.85
20808,3.98,3.83
20828,3.99,3.84
20848,3.98,3.82
20868,3.99,3.82
20888,3.99,3.83
20908,4.01,3.83
20928,,3.89
20948,,3.91
20968,,3.91
20988,,3.90
21008,,3.89
21028,,3.88
21048,,3.87
21068,,3.86
21088,,3.86
21108,,3.85
21127,,3.83
21148,,3.82
21167,,3.81
21187,,3.80
21207,,3.80
21227,,3.79
21247,,3.79
21267,,3.79
21287,,3.78
21307,,3.78
21327,,3.78
21347,,3.78
21367,,3.77
21387,,3.77
21407,,3.77
21427,,3.77
21447,,3.77
21467,,3.77
21487,,3.76
21507,,3.76
21527,,3.76
21547,,3.75
21567,,3.75
21587,,3.74
21607,,3.74
21627,,3.73
21647,,3.73
21667,,3.72
21687,,3.72
21707,,3.72
21727,,3.71
21747,,3.71
21767,3.93,3.71
21787,3.91,3.71
21807,,3.71
21827,,3.71
21847,,3.71
21867,3.89,3.70
21887,,3.70
21907,,3.70
21927,,3.70
21947,3.87,3.70
21967,3.85,3.70
21987,3.83,3.70
22007,3.83,3.70
22027,3.83,3.71
22047,3.83,3.71
22067,3.83,3.71
22087,3.83,3.71
22107,,3.71
22127,3.83,3.70
22147,,3.70
22167,,3.70
22187,,3.70
22207,,3.70
22227,,3.70
22247,,3.70
22267,,3.69
22287,,3.69
22307,,3.69
22327,,3.68
22347,,3.68
22367,,3.67
