Recording timestamp,Pupil diameter left,Pupil diameter right
20,4.35,4.56
40,4.32,4.52
60,4.28,4.49
80,4.24,4.46
100,4.21,4.43
120,4.18,4.4
140,4.16,4.37
160,4.12,4.35
180,4.08,4.31
200,4.05,4.25
220,4,4.18
240,3.94,4.15
260,3.93,4.15
280,3.92,4.15
300,3.92,4.15
320,3.91,4.15
340,3.91,4.16
360,3.91,4.16
380,3.91,4.17
400,3.92,4.17
420,3.93,4.18
440,3.95,4.2
460,3.99,4.22
480,4.09,4.29
500,4.08,4.3
520,4.02,4.25
540,4,4.21
560,3.99,4.26
580,4,4.37
600,4.07,4.41
620,4.11,4.41
640,4.15,4.44
660,4.22,4.49
680,4.25,4.51
700,4.27,4.53
720,4.29,4.53
740,4.3,4.53
760,4.3,4.54
780,4.34,4.52
800,4.39,4.52
820,4.39,4.55
840,4.41,4.56
860,4.41,4.55
880,4.43,4.57
900,4.45,4.58
920,4.45,4.58
940,4.44,4.58
960,4.45,4.58
980,4.45,4.59
1000,4.46,4.59
1020,4.46,4.59
1040,4.46,4.6
1060,4.46,4.6
1080,4.46,4.59
1100,4.46,4.59
1120,4.46,4.59
1140,4.45,4.59
1160,4.45,4.59
1180,4.44,4.58
1200,4.43,4.58
1220,4.42,4.57
1240,4.41,4.56
1260,4.4,4.55
1280,4.39,4.54
1300,4.38,4.53
1320,4.38,4.53
1340,4.37,4.52
1360,4.37,4.51
1380,4.36,4.5
1400,4.35,4.5
1420,4.35,4.49
1440,4.34,4.49
1460,4.34,4.48
1480,4.33,4.49
1500,4.33,4.48
1520,4.32,4.48
1540,4.32,4.48
1560,4.32,4.48
1580,4.32,4.48
1600,4.32,4.48
1620,4.33,4.48
1640,4.33,4.49
1660,4.33,4.49
1680,4.33,4.5
1700,4.34,4.5
1720,4.34,4.51
1740,4.34,4.51
1760,4.34,4.51
1780,4.34,4.51
1800,4.35,4.52
1820,4.35,4.52
1840,4.36,4.52
1860,4.36,4.53
1880,4.36,4.53
1900,4.37,4.53
1920,4.37,4.52
1940,4.37,4.52
1960,4.37,4.52
1980,4.37,4.52
2000,4.37,4.52
2020,4.37,4.52
2040,4.36,4.51
2060,4.36,4.51
2080,4.36,4.51
2100,4.36,4.51
2120,4.35,4.51
2140,4.36,4.51
2160,4.36,4.51
2180,4.36,4.52
2200,4.36,4.52
2220,4.36,4.52
2240,4.38,4.56
2260,4.37,4.57
2280,4.34,4.57
2300,4.33,4.57
2320,4.32,4.58
2340,4.33,4.58
2360,4.33,4.58
2380,4.34,4.58
2400,4.34,4.58
2420,4.35,4.58
2440,4.35,4.59
2460,4.35,4.6
2480,4.36,4.62
2500,4.36,4.61
2520,4.37,4.61
2540,4.37,4.61
2560,4.37,4.62
2580,4.37,4.62
2600,4.37,4.62
2620,4.37,4.62
2640,4.37,4.61
2660,4.37,4.61
2680,4.37,4.6
2700,4.37,4.6
2720,4.37,4.6
2740,4.38,4.6
2760,4.37,4.59
2780,4.37,4.59
2800,4.36,4.59
2820,4.35,4.59
2840,4.35,4.59
2860,4.35,4.59
2880,4.37,4.59
2900,4.38,4.59
2920,4.37,4.59
2940,4.38,4.59
2960,4.38,4.58
2980,4.38,4.58
3000,4.38,4.58
3020,4.38,4.57
3040,4.37,4.57
3060,4.37,4.56
3080,4.37,4.55
3100,4.37,4.55
3120,4.37,4.55
3140,4.36,4.55
3160,4.36,4.55
3180,4.36,4.55
3200,4.37,4.56
3220,4.37,4.56
3240,4.37,4.56
3260,4.37,4.56
3280,4.37,4.56
3300,4.37,4.56
3320,4.37,4.56
3340,4.37,4.56
3360,4.37,4.56
3380,4.38,4.57
3400,4.38,4.57
3420,4.38,4.57
3440,4.39,4.58
3460,4.4,4.58
3480,4.4,4.58
3500,4.41,4.58
3520,4.41,4.59
3540,4.41,4.59
3560,4.41,4.6
3580,4.41,4.6
3600,4.42,4.6
3620,4.42,4.6
3640,4.42,4.61
3660,4.42,4.61
3680,4.42,4.62
3700,4.42,4.62
3720,4.42,4.63
3740,4.42,4.61
3760,4.38,4.62
3780,4.37,4.62
3800,4.38,4.62
3820,4.37,4.6
3840,4.37,4.6
3860,4.37,4.6
3880,4.37,4.59
3900,4.36,4.59
3920,4.36,4.59
3940,4.36,4.58
3960,4.35,4.58
3980,4.35,4.57
4000,4.35,4.57
4020,4.35,4.56
4040,4.35,4.56
4060,4.35,4.56
4080,4.35,4.56
4100,4.35,4.56
4120,4.35,4.56
4140,4.34,4.56
4160,4.34,4.55
4180,4.33,4.55
4200,4.33,4.55
4220,4.32,4.54
4240,4.32,4.54
4260,4.31,4.53
4280,4.31,4.53
4300,4.31,4.52
4320,4.31,4.52
4340,4.31,4.51
4360,4.31,4.51
4380,4.31,4.51
4400,4.31,4.51
4420,4.32,4.51
4440,4.32,4.51
4460,4.32,4.51
4480,4.33,4.51
4500,4.33,4.51
4520,4.33,4.51
4540,4.33,4.52
4560,4.33,4.51
4580,4.33,4.51
4600,4.32,4.5
4620,4.31,4.5
4640,4.31,4.49
4660,4.3,4.49
4680,4.29,4.49
4700,4.29,4.48
4720,4.28,4.47
4740,4.28,4.47
4760,4.28,4.47
4780,4.27,4.46
4800,4.27,4.46
4820,4.27,4.46
4840,4.27,4.45
4860,4.27,4.45
4880,4.26,4.44
4900,4.26,4.44
4920,4.25,4.43
4940,4.25,4.43
4960,4.24,4.42
4980,4.24,4.42
5000,4.23,4.41
5020,4.22,4.4
5040,4.21,4.39
5060,4.2,4.38
5080,4.19,4.38
5100,4.19,4.37
5120,4.18,4.36
5140,4.17,4.36
5160,4.16,4.35
5180,4.16,4.35
5200,4.15,4.35
5220,4.15,4.35
5240,4.16,4.34
5260,4.16,4.34
5280,4.17,4.34
5300,4.17,4.34
5320,4.18,4.35
5340,4.19,4.35
5360,4.19,4.35
5380,4.2,4.35
5400,4.2,4.36
5420,4.21,4.37
5440,4.22,4.38
5460,4.23,4.39
5480,4.24,4.4
5500,4.24,4.41
5520,4.24,4.41
5540,4.24,4.41
5560,4.24,4.39
5580,4.26,4.38
5600,4.27,4.39
5620,4.27,4.39
5640,4.26,4.38
5660,4.26,4.35
5680,4.25,4.34
5700,4.26,4.34
5720,4.25,4.32
5740,4.25,4.29
5760,4.24,4.29
